trajectory,x,y,se
main,0.0,0,0
main,4,189.51219512195100,249.2682926829270
main,8,141.70731707317100,196.34146341463400
main,12,107.56097560975600,153.65853658536600
main,24,10.243902439024400,20.48780487804880
